obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""1526.59""","=""1526.644+""","=""3""","=""""",,"=""105007.245""","=""111555.77""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).9f""","=""2[5/2]""","=""3""",,"=""""","=""L4085""",
"=""1532.648""","=""1532.6484+""","=""12""","=""3.50e+05""",C,"=""93123.3409""","=""99646.212""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T5651""","=""L125""",
"=""1533.49672""","=""1533.4964+""","=""200""","=""""",,"=""91168.5150""","=""97687.779""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L4205c2""",
"=""1537.2041""","=""1537.2038+""","=""725""","=""1.47e+06""",B,"=""93123.3409""","=""99626.882""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T5651""","=""L9760""",
"=""1539.4972""","=""1539.499+""","=""6""","=""""",,"=""104887.315""","=""111381.160""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L9760""",
"=""1543.363""","=""1543.3705+""","=""4""","=""""",,"=""97595.9153""","=""104073.471""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",,"=""""","=""L7384""",
"=""1547.1009""","=""1547.22+""","=""3*""","=""""",,"=""104916.4792""","=""111377.9""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[7/2]""","=""4""",,"=""""","=""L9760""",
"=""1547.1009""","=""1547.110+""","=""3*""","=""""",,"=""104916.4792""","=""111378.38""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L9760""",
"=""1547.4033""","=""1547.4033+""","=""150""","=""8.1e+04""",B+,"=""85846.7046""","=""92307.3786""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",,"=""T7199""","=""L9760""",
"=""1563.498""","=""1563.549+""","=""7""","=""""",,"=""99626.882""","=""106020.843""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L7384""",
"=""1568.100""","=""1568.102+""","=""24""","=""""",,"=""99646.212""","=""106021.607""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L125""",
"=""1568.678""","=""1568.678+""","=""4""","=""""",,"=""105007.245""","=""111380.299""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L9760""",
"=""1577.144""","=""1577.185+""","=""1""","=""""",,"=""99626.882""","=""105965.562""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L7384""",
"=""1582.0090""","=""1582.009+""","=""105""","=""""",,"=""99646.212""","=""105965.562""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L9760""",
"=""1582.286""","=""1582.288+""","=""2*""","=""""",,"=""99646.212""","=""105964.446""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L125""",
"=""1582.286""","=""1582.2785+""","=""2*""","=""""",,"=""103115.6343""","=""109433.9079""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""",,"=""""","=""L125""",
"=""1589.068""","=""1589.07+""","=""8""","=""""",,"=""98855.0698""","=""105146.33""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""""","=""L125""",
"=""1592.578""","=""1592.576+""","=""4""","=""""",,"=""97085.193""","=""103362.6124""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L125""",
"=""1605.231""","=""1605.141+""","=""2""","=""""",,"=""97085.193""","=""103313.4726""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L7384""",
"=""1608.611""","=""1608.60+""","=""2""","=""""",,"=""105163.499""","=""111378.38""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L9760""",
"=""1610.933""","=""1610.9355+""","=""2""","=""""",,"=""97595.9153""","=""103801.7929""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""""","=""L125""",
"=""1624.430""","=""1624.430+""","=""3""","=""""",,"=""97919.1468""","=""104073.471""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",,"=""""","=""L9760""",
"=""1631.5258""","=""1631.526+""","=""50""","=""""",,"=""99894.0485""","=""106021.607""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L9760""",
"=""1634.692""","=""1634.689+""","=""2""","=""""",,"=""96771.494""","=""102887.1936""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L125""",
"=""1646.587""","=""1646.586+""","=""7""","=""""",,"=""99894.0485""","=""105965.562""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L125""",
"=""1656.288""","=""1656.288+""","=""2""","=""""",,"=""97085.193""","=""103121.1419""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""""","=""L9760""",
"=""1657.305""","=""1657.305+""","=""9""","=""""",,"=""98855.0698""","=""104887.315""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""""","=""L125""",
"=""1672.653""","=""1672.6517+""","=""77""","=""1.26e+05""",B+,"=""85191.6166""","=""91168.5150""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""T7199""","=""L125""",
"=""1678.51329""","=""1678.513+""","=""320""","=""6.76e+06""",B,"=""93123.3409""","=""99079.367""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T5651""","=""L4205c2""",
"=""1685.34981""","=""1685.350+""","=""170""","=""1.30e+06""",C+,"=""92294.4012""","=""98226.268""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T5651""","=""L4205c2""",
"=""1689.04538""","=""1689.045+""","=""340""","=""7.68e+06""",C+,"=""92307.3786""","=""98226.268""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T5651""","=""L4205c2""",
"=""1689.67647""","=""1689.676+""","=""400""","=""""",,"=""91168.5150""","=""97085.193""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""""","=""L4205c2""",
"=""1691.88""","=""1692.0+""","=""1*""","=""""",,"=""106047.39""","=""111956.0""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).12d""","=""2[5/2]*""","=""2""",,"=""""","=""L4085""",
"=""1691.88""","=""1691.92+""","=""1*""","=""""",,"=""105007.245""","=""110916.07""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).10p""","=""2[3/2]""","=""2""",,"=""""","=""L4085""",
"=""1693.58134""","=""1693.581+""","=""280""","=""5.77e+06""",C+,"=""92964.3943""","=""98867.429""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T5651""","=""L4205c2""",
"=""1699.449""","=""1699.4511+""","=""4""","=""""",,"=""97919.1468""","=""103801.7929""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""""","=""L125""",
"=""1707.003""","=""1707.0014+""","=""5""","=""""",,"=""97945.1664""","=""103801.7929""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""""","=""L125""",
"=""1709.87793""","=""1709.878+""","=""87""","=""""",,"=""97595.9153""","=""103442.690""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""""","=""L4205c2""",
"=""1723.072""","=""1723.073+""","=""6""","=""""",,"=""97085.193""","=""102887.1936""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L125""",
"=""1736.76140""","=""1736.761+""","=""110""","=""""",,"=""97945.1664""","=""103701.439""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""""","=""L4205c2""",
"=""1740.444""","=""1740.445+""","=""12""","=""""",,"=""93123.3409""","=""98867.429""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""""","=""L125""",
"=""1761.684""","=""1761.685+""","=""35""","=""""",,"=""97687.779""","=""103362.6124""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L125""",
"=""1763.055""","=""1763.055+""","=""4""","=""""",,"=""97595.9153""","=""103266.339""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L125""",
"=""1777.072""","=""1777.073+""","=""5""","=""""",,"=""97687.779""","=""103313.4726""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L125""",
"=""1784.2744""","=""1784.278+""","=""950""","=""""",,"=""91168.5150""","=""96771.494""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""""","=""L9760""",
"=""1800.22300""","=""1800.223+""","=""1200""","=""""",,"=""94092.8626""","=""99646.212""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""""","=""L4205c2""",
"=""1809.944""","=""1809.938+""","=""72""","=""""",,"=""97919.1468""","=""103442.690""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""""","=""L125""",
"=""1816.73273""","=""1816.732+""","=""940""","=""""",,"=""92294.4012""","=""97797.287""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""",,"=""""","=""L4205c2""",
"=""1818.507""","=""1818.504+""","=""180""","=""""",,"=""97945.1664""","=""103442.690""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""""","=""L125""",
"=""1838.484""","=""1838.4808+""","=""2""","=""""",,"=""102887.1936""","=""108324.9822""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L9760""",
"=""1841.882""","=""1841.845+""","=""4""","=""""",,"=""97687.779""","=""103115.6343""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",,"=""""","=""L7384""",
"=""1858.089""","=""1858.090+""","=""270""","=""""",,"=""92307.3786""","=""97687.779""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L125""",
"=""1869.6306""","=""1869.630+""","=""380""","=""""",,"=""97919.1468""","=""103266.339""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L9760""",
"=""1878.548""","=""1878.5469+""","=""180""","=""7.40e+04""",B+,"=""85846.7046""","=""91168.5150""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""T7199""","=""L125""",
"=""1878.773""","=""1878.772+""","=""10""","=""""",,"=""97945.1664""","=""103266.339""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L7384""",
"=""1879.771""","=""1879.770+""","=""360""","=""""",,"=""97797.287""","=""103115.6343""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",,"=""""","=""L125""",
obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""2021.541""","=""2021.5403+""","=""61""","=""""",,"=""98855.0698""","=""103801.7929""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""""","=""L125""",
"=""2042.46""","=""2042.4240+""","=""1""","=""""",,"=""103362.6124""","=""108258.7553""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4085""",
"=""2042.957""","=""2042.954+""","=""91""","=""""",,"=""98226.268""","=""103121.1419""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""""","=""L125""",
"=""2093.015""","=""2093.007+""","=""4""","=""""",,"=""92307.3786""","=""97085.193""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""""","=""L125""",
"=""2117.130""","=""2117.126+""","=""90""","=""""",,"=""92964.3943""","=""97687.779""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L125""",
"=""2190.85101""","=""2190.850+""","=""1300""","=""""",,"=""93123.3409""","=""97687.779""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""""","=""L4205c2""",
"=""2249.190""","=""2249.191+""","=""71""","=""""",,"=""98867.429""","=""103313.4726""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L125""",
"=""2334.679""","=""2334.678+""","=""120""","=""""",,"=""99079.367""","=""103362.6124""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L125""",
"=""2350.890""","=""2350.887+""","=""39""","=""""",,"=""98867.429""","=""103121.1419""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""""","=""L125""",
"=""2426.718""","=""2426.714+""","=""70""","=""""",,"=""92964.3943""","=""97085.193""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""""","=""L125""",
"=""2429.890""","=""2429.885+""","=""110""","=""""",,"=""99646.212""","=""103761.6336""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L125""",
"=""2477.539""","=""2477.537+""","=""24""","=""""",,"=""99079.367""","=""103115.6343""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",,"=""""","=""L125""",
"=""2524.075""","=""2524.072+""","=""150""","=""""",,"=""93123.3409""","=""97085.193""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""""","=""L125""",
"=""2585.594""","=""2585.5928+""","=""11""","=""""",,"=""99894.0485""","=""103761.6336""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L125""",
"=""2626.0""","=""2626.671+""","=""""","=""""",,"=""92964.3943""","=""96771.494""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""""","=""L4227""",
"=""2862.12""","=""2861.836+""","=""1""","=""""",,"=""99626.882""","=""103121.1419""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""""","=""L4321""",
"=""2865.0""","=""2866.354+""","=""""","=""""",,"=""99626.882""","=""103115.6343""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",,"=""""","=""L4227""",
"=""2985.0""","=""2984.466+""","=""""","=""""",,"=""105163.499""","=""108514.1824""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L4227""",
"=""3050.0""","=""3050.080+""","=""""","=""""",,"=""105208.476""","=""108487.079""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[9/2]""","=""4""",,"=""""","=""L4227""",
"=""3067.3""","=""3067.191+""","=""""","=""""",,"=""99626.882""","=""102887.1936""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L4227""",
"=""3151.0""","=""3151.457+""","=""""","=""""",,"=""105648.434""","=""108821.5690""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L4227""",
"=""3341.0""","=""3340.9673+""","=""*""","=""""",,"=""99894.0485""","=""102887.1936""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L4227""",
"=""3341.0""","=""3341.877+""","=""*""","=""""",,"=""94092.8626""","=""97085.193""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""""","=""L4227""",
"=""3466.0""","=""3467.9982+""","=""""","=""""",,"=""102887.1936""","=""105770.7014""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""""","=""L4227""",
"=""3488.0""","=""3489.490+""","=""*""","=""""",,"=""105648.434""","=""108514.1824""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L4227""",
"=""3488.0""","=""3486.06+""","=""*""","=""""",,"=""107796.8790""","=""110665.45""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7f""","=""2[5/2]""","=""3""",,"=""""","=""L4227""",
"=""3488.0""","=""3488.2965+""","=""*""","=""""",,"=""105647.4536""","=""108514.1824""","=""4s2.4p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L4227""",
"=""3929.451""","=""3929.53+""","=""250""","=""""",,"=""105964.446""","=""108509.28""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[5/2]*""","=""2""",,"=""""","=""L234""",
"=""3931.137""","=""3931.25+""","=""500""","=""""",,"=""105965.562""","=""108509.28""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[5/2]*""","=""3""",,"=""""","=""L234""",
"=""3938.755""","=""3938.71+""","=""70*""","=""""",,"=""105988.81""","=""108527.71""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[9/2]*""","=""4""",,"=""""","=""L234""",
"=""3938.755""","=""3938.71+""","=""70*""","=""""",,"=""105988.81""","=""108527.71""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[9/2]""","=""5""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[9/2]*""","=""5""",,"=""""","=""L234""",
"=""3949.7513""","=""3949.7290+""","=""1100""","=""""",,"=""103115.6343""","=""105647.4536""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""""","=""L234""",
"=""3956.7965""","=""3956.804+""","=""220*""","=""""",,"=""103121.1419""","=""105648.434""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L234""",
"=""3956.7965""","=""3957.2+""","=""220*""","=""""",,"=""109375.2875""","=""111902.3""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).13p""","=""2[3/2]""","=""2""",,"=""""","=""L234""",
"=""3958.3566""","=""3958.3397+""","=""100""","=""""",,"=""103121.1419""","=""105647.4536""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""""","=""L234""",
"=""3959.920""","=""3959.99+""","=""1100""","=""""",,"=""105988.81""","=""108514.07""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[9/2]""","=""5""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[11/2]*""","=""6""",,"=""""","=""L234""",
"=""3960.038""","=""3959.99+""","=""1100""","=""""",,"=""105988.81""","=""108514.07""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[11/2]*""","=""5""",,"=""""","=""L234""",
"=""3983.0911""","=""3983.11+""","=""120""","=""""",,"=""104630.57""","=""107141.171""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""3""",,"=""""","=""L234""",
"=""3996.573""","=""3996.49+""","=""500*""","=""""",,"=""106020.843""","=""108523.04""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[7/2]*""","=""3""",,"=""""","=""L234""",
"=""3996.573""","=""3996.49+""","=""500*""","=""""",,"=""106020.843""","=""108523.04""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[7/2]*""","=""4""",,"=""""","=""L234""",
"=""3997.751""","=""3997.71+""","=""300""","=""""",,"=""106021.607""","=""108523.04""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[7/2]*""","=""3""",,"=""""","=""L234""",
"=""4018.651""","=""4018.59+""","=""25""","=""""",,"=""106020.843""","=""108509.28""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).5g""","=""2[5/2]*""","=""3""",,"=""""","=""L234""",
